65.6166162	22.1373909
65.6166172	22.1373902
65.6166183	22.1373893
65.6166194	22.1373887
65.6166208	22.1373874
65.6166222	22.1373866
65.616623	22.1373856
65.6166239	22.1373847
65.616625	22.1373835
65.6166261	22.1373826
65.6166278	22.1373812
65.6166281	22.1373807
65.6166299	22.1373793
65.616631	22.1373785
65.6166323	22.1373777
65.6166337	22.1373768
65.6166351	22.1373757
65.6166364	22.1373746
65.6166374	22.1373741
65.6166386	22.1373731
65.6166399	22.1373722
65.6166423	22.1373702
65.6166436	22.1373692
65.616645	22.1373685
65.6166464	22.1373673
65.6166473	22.1373664
65.6166488	22.1373656
65.6166502	22.1373649
65.6166516	22.1373637
65.6166524	22.1373633
65.6166531	22.1373627
65.6166549	22.1373622
65.6166563	22.1373615
65.6166571	22.1373611
65.6166586	22.1373607
65.6166599	22.13736
65.6166613	22.1373596
65.6166623	22.1373593
65.6166637	22.1373587
65.6166645	22.1373584
65.616666	22.1373577
65.6166671	22.1373573
65.6166682	22.1373567
65.6166696	22.1373563
65.6166708	22.1373557
65.6166721	22.1373551
65.6166728	22.1373552
65.6166744	22.1373546
65.6166754	22.1373543
65.6166764	22.1373537
65.6166778	22.1373534
65.6166791	22.1373533
65.6166802	22.1373532
65.6166813	22.137353
65.6166826	22.1373526
65.6166839	22.1373525
65.6166852	22.137352
65.6166861	22.1373515
65.6166876	22.1373511
65.6166888	22.1373505
65.6166899	22.1373501
65.6166913	22.1373494
65.6166922	22.1373491
65.6166938	22.1373488
65.616695	22.1373486
65.6166964	22.1373482
65.6166974	22.1373481
65.6166954	22.1373501
65.6166958	22.1373506
65.6166954	22.1373513
65.6166962	22.1373522
65.6166966	22.1373528
65.6166976	22.1373531
65.6166995	22.1373531
65.6166998	22.1373537
65.6167013	22.1373541
65.6167028	22.1373543
65.6167034	22.1373549
65.6167045	22.1373552
65.6167055	22.1373556
65.6167069	22.1373559
65.6167079	22.1373559
65.6167092	22.1373561
65.6167103	22.1373564
65.616711	22.1373574
65.616712	22.137358
65.6167135	22.1373579
65.6167146	22.1373584
65.6167158	22.137359
65.6167171	22.1373593
65.616718	22.13736
65.6167194	22.1373605
65.6167203	22.1373609
65.6167216	22.1373612
65.6167232	22.1373614
65.6167243	22.137362
65.6167253	22.1373629
65.6167262	22.1373632
65.6167274	22.1373641
65.6167285	22.137365
65.6167297	22.1373655
65.6167309	22.1373662
65.6167319	22.1373668
65.616733	22.1373673
65.6167343	22.1373681
65.6167353	22.1373689
65.6167369	22.1373697
65.6167376	22.1373707
65.6167393	22.1373714
65.6167394	22.1373726
65.6167411	22.1373735
65.6167423	22.1373743
65.6167432	22.1373752
65.6167446	22.1373758
65.6167457	22.1373765
65.6167469	22.1373775
65.616748	22.1373784
65.6167494	22.1373789
65.6167503	22.13738
65.6167514	22.1373811
65.6167525	22.1373821
65.6167539	22.1373831
65.6167549	22.137384
65.6167562	22.1373848
65.6167577	22.1373856
65.6167592	22.1373858
65.616761	22.1373864
65.6167627	22.1373874
65.6167644	22.1373877
65.6167659	22.1373882
65.6167676	22.1373891
65.6167691	22.1373898
65.6167708	22.1373902
65.6167725	22.1373905
65.6167742	22.137391
65.6167758	22.1373914
65.6167776	22.1373915
65.616779	22.1373923
65.6167804	22.1373927
65.6167818	22.1373936
65.6167832	22.1373942
65.6167846	22.1373949
65.6167862	22.1373956
65.6167872	22.1373961
65.6167887	22.1373966
65.6167901	22.1373974
65.6167914	22.1373979
65.6167927	22.1373984
65.6167939	22.137399
65.6167953	22.1373999
65.6167965	22.1374006
65.6167977	22.1374014
65.6167989	22.1374022
65.6168002	22.1374031
65.6168013	22.1374035
65.6168025	22.1374042
65.6168038	22.1374048
65.616805	22.1374048
65.6168063	22.1374057
65.6168073	22.1374062
65.6168084	22.1374066
65.6168097	22.1374073
65.6168109	22.1374079
65.6168121	22.1374085
65.616813	22.1374088
65.6168145	22.1374099
65.6168154	22.1374103
65.6168165	22.137411
65.6168178	22.1374117
65.6168191	22.1374127
65.6168204	22.1374135
65.6168219	22.1374154
65.6168232	22.1374163
65.6168245	22.1374174
65.6168257	22.1374189
65.6168267	22.1374196
65.6168275	22.1374206
65.616829	22.137422
65.6168299	22.1374222
65.6168313	22.137424
65.6168327	22.1374254
65.6168337	22.1374265
65.6168348	22.1374275
65.6168362	22.1374293
65.6168371	22.1374303
65.6168385	22.1374315
65.6168391	22.1374324
65.6168406	22.1374335
65.6168415	22.1374346
65.6168427	22.1374356
65.6168435	22.1374358
65.6168453	22.1374372
65.6168464	22.1374384
65.6168476	22.1374396
65.6168484	22.13744
65.6168495	22.1374406
65.6168506	22.1374424
65.6168515	22.1374426
65.6168526	22.1374435
65.6168537	22.1374446
65.6168545	22.137445
65.6168551	22.1374458
65.6168563	22.1374476
65.6168574	22.1374481
65.6168584	22.1374497
65.616859	22.1374508
65.6168603	22.1374519
65.6168611	22.137454
65.6168617	22.1374548
65.6168624	22.1374559
65.6168631	22.1374571
65.6168634	22.1374572
65.616864	22.137458
65.6168657	22.1374607
65.6168654	22.1374616
65.6168666	22.1374632
65.6168674	22.1374645
65.6168684	22.137465
65.6168691	22.137466
65.6168698	22.1374673
65.6168707	22.1374683
65.6168716	22.1374692
65.6168721	22.1374712
65.6168729	22.1374717
65.6168739	22.1374729
65.6168749	22.1374733
65.6168762	22.1374743
65.616877	22.1374753
65.6168774	22.137476
65.6168786	22.1374765
65.6168793	22.1374777
65.6168803	22.1374783
65.6168812	22.1374789
65.6168823	22.1374802
65.6168832	22.1374811
65.6168841	22.137482
65.6168854	22.1374828
65.6168861	22.1374841
65.6168873	22.137485
65.616888	22.1374862
65.6168889	22.1374874
65.6168899	22.1374881
65.6168908	22.1374889
65.6168918	22.1374901
65.6168929	22.1374919
65.6168937	22.1374933
65.6168944	22.1374931
65.6168954	22.1374947
65.6168966	22.1374955
65.6168974	22.1374959
65.6168984	22.1374968
65.6168994	22.1374973
65.6169003	22.1374984
65.6169011	22.1374995
65.6169019	22.1375007
65.6169028	22.1375009
65.6169037	22.1375019
65.6169044	22.1375033
65.6169054	22.1375038
65.6169066	22.1375052
65.6169069	22.1375062
65.6169078	22.137508
65.616909	22.1375082
65.6169101	22.1375088
65.6169111	22.1375094
65.6169117	22.1375104
65.6169128	22.1375109
65.6169136	22.1375108
65.6169144	22.1375116
65.6169154	22.1375121
65.6169163	22.1375126
65.6169174	22.1375139
